category,likesNum,name,nameOnSite,descriptions
fashion/clothing,0,Etherea,PurpleMoon Creations,"Tell your eyes...it's true what they see. Gorgeous gowns, formal wear, haute couture and more. Everything is elegant at PurpleMoon Creations. "
fashion/clothing,0,Rhee,AnnDe's Designs,"Explore AnnDe's Designs for affordable clothing — without sacrificing style or quality. Enjoy your shopping experience at this fashion emporium, which delivers various ensembles and complete outfits with hair, shoes and accessories."
fashion/clothing,0,Roxbury,Mu-Shi Doll,"Mu-Shi Doll offers a varied choice of casual and fashionable women's clothing at affordable prices. The main store includes women's fashion, accessories, hair and even freebies."
fashion/clothing,0,Grand Isle,Kastle Rock Couture,"Kastle Rock Couture features formal and casual women's dresses and streetwear for the discerning, yet budget-conscious, fashionista. There are many affordable styles to choose from, with the flair you crave."
fashion/clothing,0,LaRosa,LaRosa Virtual World Fashion,"Check out LaRosa Virtual World Fashion for some of the most-wanted fashion labels in Second Life. Women's and men's skins, as well as clothing and accessories, are available to help amplify your SL style."
fashion/clothing,0,Clothing,Trends Fashion,"From casual to formal, wedding to weekend — it's all here at Trends. Feel fashionable and trendy for that special event."
fashion/clothing,0,URBATIK,Urbatik,"Urbatik offers a selection of streetwear, tattoos, sneakers and shoes. There are also weapons and vehicles available, plus a selection of graffiti art to complete the urban vibe which contrasts somewhat with the store's tropical beach setting."
fashion/clothing,0,Arya,Arya Boutique,"Arya is a great place to shop for ethnic designer outfits, jewelry, mendhi, lehengas and sarees, all with colorful Indian and Arabian influences."
fashion/clothing,0,Fashion Boulevard,Fashion Boulevard,"Stretching over two islands, Fashion Boulevard contains a large number of apparel and accessory stores in a single, convenient location. "
fashion/clothing,0,Absolut Creation,Absolut Creation,"AC features the work of Ginger Chevalier and offers classic French-style haute couture, lingerie, and even gowns made from latex and metal. For designers, a selection of clothing-creator kits are available complete with textures and templates."
fashion/clothing,0,blackLiquid,Eshi Otawara,"Discover the elegant, Asian-influenced fashion of Second Life designer Eshi Otawara at the store which bears her name."
fashion/clothing,0,CheerNo,Casa CheerNo,"With separate boutiques dedicated to women's clothing, men's clothing, footwear, animations, and even an outlet store, CheerNo truly has you covered when it comes to fashionable attire and accessories. "
fashion/clothing,0,GABRIEL,Gabriel,"This large fashion store, with its scrolling electronic display boards, offers an extensive selection of male and female clothes including pants, suits, jackets, and accessories."
fashion/clothing,0,Rurik,Immerschoen,"Immerschoen Fashion Store offers unique and highly-detailed, lifelike clothings and tattoos for both men and women. There's a big assortment ranging from sexy latex dresses to funky leather, jeans, leisure wear and lingerie."
fashion/clothing,0,Lo Lo,Ingenue,"Ingenue specializes in women's clothing, footwear and hair inspired by the vintage fashions of the Golden Era.  All items are hand drawn and sculpted."
fashion/clothing,0,Sinnersville,V-Twins Biker Outfitters,"V-Twins provides one-stop shopping for biker-style clothing for your SL avatar, including leather jackets, boots, t-shirts, jeans and more. "
fashion/clothing,0,Grumble 2,Grumble,"Grumble offers two sims of shopping! On the main sim, there are seven stores filled with affordable fashions from some of the best designers in SL. There are dedicated shops for men's and women's fashions, as well as women's accessories, neko fashions, home furnishings and pets. Grumble 2 houses the Eversong wedding boutique, as well as a sugar bakery, cobble rose florist and silver pine stables."
fashion/clothing,0,DeeTaleZ,DeeTaleZ,"Feel the mystic ambiance as you browse through a wide range of hand-drawn clothes, accessories, skins and other appearance items at DeeTaleZ."
fashion/clothing,0,Gawk,Gawk!,"Set in an old warehouse at the edge of a harbor, Gawk! offers a range of stylish clothes for women and men."
fashion/clothing,0,Che Che,Sasheba's Closet,"Sasheba's Closet offers unique and highly-detailed, realistic clothing and tattoos for both men and women. There's a big assortment ranging from sexy latex to funky leather, jeans, beach wear and lingerie."
fashion/clothing,0,Vero Modero,Vero Modero,"Vero Modero offers fashionable clothing for men and women, as well as realistic shapes and skins."
fashion/clothing,0,Lula,Lula,"Lula is the home to Lamb, Tres Blah, Turnips Homes and Stuff, and Mon Tissu. Enjoy the shopping and great atmosphere in this inspired little French village."
fashion/clothing,0,Existence,BOOM,"Features a selection of youthful men's and women's sculpted attire, including tank-tops, jeans, dresses, and T-shirts."
fashion/clothing,0,Lyashko,Vala Midal Fashion,"Ready for a new look? Explore an expansive line of elegant dresses, accessories  and fashion for connoisseurs at Vala Midal."
fashion/clothing,0,Luck Inc,Luck Inc.,"Luck Inc. retails a wide selection of women's clothing, accessories, and tattoos with a somewhat revealing and sexy edge to them."
fashion/clothing,0,Gown,Bliss Couture,"Bliss Couture specializes in distinctive, elegant and formal gowns to ensure you have everything you need for a grand entrance."
fashion/clothing,0,Saint Lucia,Nils Island Store,"Offers a wide selection of trendy high street fashion from SL designer Nils Tomorrow. Inspired by real-life clothing, her lively floral and abstract printed designs are often inspired by what's currently hot on the catwalks. "
fashion/clothing,0,Carnivale,Illusions,"Reminiscent of the Renaissance in a fantasy world, Illusions is a store which specializes in original and artistic masks and unique accessories. Great for those with a flare for drama, a love of history, and a taste for the fantastic."
fashion/clothing,0,Fashion Earth Sky,Earth & Sky Designs,"Earth & Sky offers a wide assortment of saucy and sexy clothing for women, from evening gowns to fur coats and winter outfits."
fashion/clothing,0,Sezuan Moloko,Moloko,"Moloko offers a selection of fine punk, grunge, and neko fashions in Second Life including clothes, tattoos, belts and accessories, all wrapped up in an environment that just screams ""urban decay."""
fashion/clothing,0,Zaara,Zaara,"Explores fashion using ethnic Indian influences fused with global aesthetics and cuts to create rich textures, bold colors, and contemporary silhouettes."
fashion/clothing,0,Penryn,SF Design Menswear,"Mainly known for their formal male clothing range, including tuxedos and wedding gear, SF Design has also been offering a great selection of casual and business attire since 2004."
fashion/clothing,0,Ricielli,Ricielli,"Ricielli is a large fashion store offering a wide range of sculpted ladies' clothing, as well as a small selection of poses, skins, shapes, and other appearance items."
fashion/clothing,0,Edge,Son!a,"Son!a is a luxury fashion boutique offering avant garde formal dresses, wedding gowns, jewelry, and casual clothing for the femme fatale inside every woman."
fashion/clothing,0,Coco Beach Kelina,Sascha's Designs,Sascha's specializes in ladies' formal wear including ballroom gowns and cocktail dresses. There's also a selection of classy casual wear suitable for any occasion.
fashion/clothing,0,Couture Boulevard,Couture Boulevard,"This state-of-the-art shopping mall features some of the best designers in Second Life in a single, convenient location."
fashion/clothing,0,No9 Nylons,No.9 Nylons,"This hosiery store is an ideal place to shop for sexy stockings, pantyhose, tights, and lingerie in both vintage and modern styles."
fashion/clothing,0,Mischief,Icing,"At Icing, you'll find vintage-inspired women's apparel and accessories including tea dresses, glamorous formal gowns, chic business wear, retro bathing suits, and lingerie."
fashion/clothing,0,Heart Of Glass,Emery,"Head back in time to the '80s with a visit to Emery, a clothing store which offers fresh, glam rock fashion styles for men and women including leggings, stonewash denim, gloves, vests, bandanas, and other '80s styles to make you swoon."
fashion/clothing,0,COCO DESIGNS,COCO Designs,"This large, airy store offers a wide range of contemporary clothing for women and men from Japanese designer Cocoro Lemon, including outwear, tops, jeans, skirts, intimates, shoes, and accessories. There's also an outlet upstairs for those shopping on a budget."
fashion/clothing,0,Unico,JLZ Designs,"JLZ Designs offers a nice selection of formal, casual and urban wear, as well as accessories, for men and women at affordable prices."
fashion/clothing,0,22769,22769 Casual Couture,"22769 Casual Couture carries a large range of casual unisex clothing along with various costumes for roleplay. But the real draw is the chill-out cafe and ""Lust4art"" gallery in the backyard, managed by a friendly staff who love to chat."
fashion/clothing,0,Magic,K2K United Enterprises,"With its European-style urban setting, K2K features a quirky selection of clothing and appearance items for your Second Life avatar including full outfits, skins, and accessories. Designed with a good dash of humor in mind."
fashion/clothing,0,INDI Designs,INDI Designs,"Both men's and women's attire is available at INDI, a store where you can also acquire hair, footwear, accessories, and a basement full of discounted items."
fashion/clothing,0,Milky House,Milky Kimono Center,"Explore the many stores with Asian-inspired outfits, costumes and accessories at Milky Kimono Center."
fashion/clothing,0,Tesla Isle,Unzipped & Steam Powered Nuts,"These two stores have merged steampunk with other fashion styles to offer a large selection of unique outfits, armor, weapons, and vehicles."
fashion/clothing,0,Vanima Nore,Epic,"With such a bright, dazzling build, it's easy to forget that Epic carries a wide variety of fantasy-inspired shoes, shirts, and accessories that are great for the fashion-forward elf."
fashion/clothing,0,Magic,Viviane Fashion,"Viviane Fashion offers designer clothes at reasonable prices. The mainstore area includes a wide variety of dresses, shoes, hair, and skins. VF also marks many of its older collections down to L$10, making it a great stop for newbies. "
fashion/clothing,0,Kalki,Sweeter Than Candy,Sweeter Than Candy offers cute and casual women's clothing at reasonable prices.
fashion/clothing,0,Fruitatious,Apple May Designs,"Apple May Designs specializes in women's clothes, hair, and skin, including high-fashion items, club wear, casual gear, and latex/leather outfits."
fashion/clothing,0,Blue Sky,Angel Dessous,"This elegant store offers a wide selection of women's lingerie, beachwear, casual wear, and formal wedding gowns."
fashion/clothing,0,LE LOOK,Le.Look!,"More than just a store, this fashion district offers hundreds of different brands of clothing, skin, hair, shoes, accessories/jewelry, and poses/animations in a single, convenient mall-like location."
fashion/clothing,0,La Cuesta,Groll Inn & Hideout,"This creepy island features an eerie store selling handmade fantasy, sci-fi, and horror outfits plus other themed items. Just make sure you check to see if those dogs guarding the entrance are friendly before you start shopping."
fashion/clothing,0,Covet,Covet,"Home to three unique stores catering for Residents' fashion needs. Exile offers sculpted hairstyles and clothing for men and women. Shine stocks a selection of hand-crafted jewelry, while Tread presents its creative line of boots."
fashion/clothing,0,ISOLA DI GIOVE,B! Fashion,"B! Fashion offers a large selection of elegant women's gowns and formal wear, along with various shoes and sandals."
fashion/clothing,0,Pure,N-Creation,"N-Creation encourages its patrons to ""create their own style,"" with a wide selection of belts, bracelets, collars and other accessories.  "
fashion/clothing,0,Gemella,Shabby Chic,"Shabby Chic offers Victorian-influenced vintage clothing for women, including dresses and hats. There's also a great selection of themed textures and accessories to enhance the attire available."
fashion/clothing,0,Borgatti,LnL Villa,"Offers outfits and accessories, for both male and female avatars, featuring handmade textures. Styles include Goth, biker, fantasy, medieval, Oriental, vampire, and Celtic. The store also includes an ornate Japanese garden and social/music areas for events."
fashion/clothing,0,Isle RFyre,RFyre Gothic Couture,"This grand and elegant store offers Gothic, vampire, and medieval couture outfits and clothing especially suitable for role-playing buffs."
fashion/clothing,0,AOHARU,Aoharu,Aoharu specializes in looks for the fashionable urbanite that run the gamut from stylish and trendy to fun and flirt.
fashion/clothing,0,Rubicon,Little Britain Designs,"Punk and grunge with a dash of superhero chic thrown in. Your inner rock star will love it."
fashion/clothing,0,Sanchon,Fishy Strawberry,"These brightly-colored, funky fashions are guaranteed to help you stand out."
fashion/clothing,0,Curious Kitties,Curious Kitties,This vast and unconventional fashion outlet offers an array of themed clothing and accessories for men and women in a number of different categories.
fashion/animations,0,Impact Zone,BehaviorBody Animations & Model Poses,"BehaviorBody specializes in poses that can be used for both for photoshoots and runway shows. With over 2,000 static poses and animations, BehaviorBody also makes animation overriders with easy-to-use HUDs, as well as couple poses, props with touch scripts and mini-studios with built-in poses. "
fashion/animations,0,Koreshan,ANA_Mations,"ANA_Mations features realistic animation overrides (AOs) for men, women, and even zombies!"
fashion/animations,0,Kalypso,Amped Up Gestures,"Amped Up features custom gestures for any occasion, including use in clubs and humorous or romantic situations."
fashion/animations,0,GAELINE CREATIONS,Gaeline Creations,"Gaeline Creations is the place to find unique and high-quality motion-captured (MOCAP) animations and animations overrides (AO) for both men and women. Animations from Gaeline Creations feature many varied styles to follow your mood and express yourself. Choose from cool, cute, glam, elegant, sexy, seductive, hot, eccentric, infantile, frivolous — whatever your desired expression, discover it here"
fashion/animations,0,Dance Animations,Ministry of Motion,"Adrift in the middle of the sea, Ministry of Motion jams a wide selection of dance and guitar-based animations on to its icy, surreal build. Includes everything you need to turn heads on the dancefloor or up on stage.  "
fashion/animations,0,Phoenix Determined,Katink,"Katink (formerly PNP) is a maker of poses, props and backgrounds for photography.  Whether you are just beginning or are a seasoned professional, Katink can help you improve and enhance your SL picture taking. There's also a large selection of runway poses."
fashion/animations,0,Woodland Park,Embody Shapes & Poses,What do you Embody? Explore these high quality shapes and poses that help you create the perfect SL look to capture in photos. 
fashion/animations,0,Luxor City,MyAnimation,"MyANIMATION is a vast store specializing in the development of 3D animations using motion capture technology. A selection of dances, animation overrides (AOs), model poses, couple poses, and runway poses are available."
fashion/animations,0,STUDIO4D,Studio4D,Studio4D specializes in dance animations which are all showcased in a stunning aquatic industrial/robotic location.
fashion/animations,0,Bon Voyage,Body Language,"This clean, minimalist store specializes in cute animation overrides (AOs) and poses with unique Asian influences."
fashion/animations,0,Lo Lo,!bang,"!bang is a store full of casual, fun poses for singles, couples, and groups. Ideal for photographers, designers, and models."
fashion/gadgets,0,Caso Milo,Electric Pixels,"This store specializes in intricate particle effects to enhance Residents' homes or gardens including fog, stars, clouds, smoke, fireworks, and other fun, twinkling items to brighten your day."
fashion/gadgets,0,Overdrive Island,Overdrive Island,"A futuristic city with stores including Breach and C-Tech. Items available include aircraft, armor, weapons, tech accessories, robots, and gadgets."
fashion/gadgets,0,Celebration,DeCuir Creations Fireworks,"There's always something explosive to see in the skies over Decuir Creations' Fireworks. Stop by and watch a dazzling demonstration of the company's sparklers, fountains, and firework systems."
fashion/gadgets,0,Quigley,Yukon Industries,"Prepare for the coming super-cyber-zombie-ninja-robot war part deux with some futuristic tech from Yukon Industries. Inside you'll find highly advanced, military-grade tanks, APCs, attack helicopters, and motorcycles needed to fight the enemies of tomorrow."
fashion/gadgets,0,THINC,THiNC and iNTELLi,"THiNC has helped aspiring writers publish their work in-world since 2005. THiNC's unique tools allow you to create your own novels, catalogs, or photo albums and then share them with the rest of Second Life. "
fashion/gadgets,0,Ghamb,Platinum Solutions,"Platinum Solutions offers scripted gadgets, tools, and HUDs for both personal and business use as well as offering custom-designed gadgets built to Residents' specifications."
fashion/gadgets,0,Primary,The Joke Factory,"The store of choice for any merry prankster, the Joke Factory sells gadgets and animations guaranteed to shock your friends when they least expect it. From exploding toilet bowls to man-eating refrigerators, if it's wacky, zany, and maybe a little twisted, Joke Factory has you covered."
fashion/gadgets,0,Babeli,Crystal Gadgets,"Crystal Gadgets offers both free and advanced gadgets for businesses and builders including skyboxes, prim finders, group tools, and HUDs."
fashion/skins,0,Auric,Avatars-3d.com,Little avatars make a big impression at Avatars-3d.com. The store carries a wide selection of tiny avatars that range from the crazy to the adorable.
fashion/skins,0,Jeaden,Sindecade,"Sindecade offers a selection of hand-drawn female skins, animation overrides, and other accessories including Silo Sky Society's futuristic skyboxes and loungers."
fashion/skins,0,Dernier Cri,Dernier Cri,"Specializes in skin and hair in a variety of styles, shapes, and colors for both male and female avatars, as well as a selection of contemporary-style clothing. Outside the store, a pretty jungle environment awaits complete with elephants, hippos, and giraffes."
fashion/skins,0,Love Soul,Love Soul,"You've got to hand it to them! Love Soul turns plain avatar hands into something more realistic and elegant with its large selection of long and short nails in a variety of sizes, shapes, and colors."
fashion/skins,0,Cindel,PXL Creations,"PXL Creations has skins and shapes for male and female avatars, as well as related body accessories like eyes and jewelry."
fashion/skins,0,UNIQUE MEGASTORE,Unique Megastore,"Unique Megastore offers a wide variety of skins, shapes, and eyes for both male and female avatars."
fashion/hair,0,SINNERS HEAVEN,Black Maria,"Oi! Oi! Oi! If you’re ready to start the revolution in style, then swing on over to Black Maria. This line of colorful, aggressive hairstyles can help you make the statement that you don’t play by the Man’s rules."
fashion/hair,0,TEKKON,99 Elephants,"99 Elephants is a compact store offering a range of sleek, modern-looking hairstyles and shaved tattoo hair based on the Second Life Viewer 2.0 tattoo layer."
fashion/hair,0,Covet,Exile,Explore this stylish store and discover exciting trends in hair for men and women.
fashion/hair,0,Sea Magic,EdelStore,"Shop for thousands of fashions and appearance items, including hair, dresses, eyes, skins and more at EdelStore."
fashion/hair,0,Dreyfus,Tameless Hair & Avatars,"Customize your avatar look with a large selection of fantasy, anime, urban and modern hairstyles. Look more beautiful as you choose from a full line of complete avatars with hair, skins, shapes, clothing, jewelry and more."
fashion/hair,0,HAIR ONLY,Hair Only Mall,"Explore this shopping mecca for hair fans! Choose your favorite styles, colors and designers — it's a hair-lover's paradise!"
fashion/hair,0,Hells End,EMO-tions,"EMO-tions offers a wide range of hairstyles for men and women, including long, short and flexi. Perfect for all occasions whether it be a wedding or role-playing. You will also find clothing to wear in a diverse rang of styles, including Gothic, medieval, casual and evening wear."
fashion/hair,0,Kmadd Enterprise,MADesigns @ KMADD,"KMADD is a beginner-friendly destination which offers wide range of quality appearance-based products for both male and female avatars. Specializing in short men's hair, unisex hawk styles and fine couture hair for women, MADesigns' complete avatars, shapes, skins and eyes will give you an individual look you need to start your journey though Second Life in style."
fashion/hair,0,Zero Style,Zero Style,This Japanese store specializes in western and Asian style sculpted hair styles for both men and women.
fashion/shoes,0,TOYOSU,J's,"J's offers a good selection of footwear and sculpted feet. Shop for shoes, sandals, and boots --  many come complete with toes and stockings."
fashion/shoes,0,Solace Beach,Sentou Yousei (Battle Fairy),"Sentou Yousei (Battle Fairy) offers a selection of unique fantasy, neko, and punk footwear including shoes and boots, plus a selection of piercings, jewelry, and tattoos."
fashion/shoes,0,MayCreations,MayCreations,"MayCreations offers a wide range of biker boots, western boots and heels. Relax on the local beach after shopping or try your luck in the lucky dip to win a pair of boots or other items."
fashion/shoes,0,Moordon,Flax Pye & Kokoia,"Visit the inworld stores for Flax Pye and Kokoia, where you'll find full avatars, exclusive shoes, 3D modeling products, decorations and more."
fashion/shoes,0,Paradise Sunshine,Bootgasm,"Whether you're searching for thigh-high fetish boots, cute ankle boots, high-heels, or winter galoshes, there should be something to please every footwear shopper at Bootgasm."
fashion/jewelry,0,Jewellery Paradise,Bandit Jewelry,"Discover the perfect luxury gift for your special someone at Bandit Jewelry. Here you'll find Italian-style jewelry, wedding rings, watches, diamond sets and even shoes. "
fashion/shoes,0,Made in Paris,MPP - My Pretty Pixels,"Shop for fashionable shoes on the Made in Paris sim, where you will find a variety of shoes, heels and flipflops with sculpted feet — all designed for every budget. There's also other stuff like makeup, hair and clothes."
fashion/jewelry,0,Maplegrove,Mustang Trading Post,"Come get your cowboy on at Mustang Trading Post. Satisfy your inner cowgirl or cowboy with jewelry inspired by the great American Southwest in bold dramatic colors of the desert, canyon and big sky country."
fashion/jewelry,0,Pearl,WTG Jewelry,Shop for all kinds of beautiful jewelry for yourself or your personal friend at this gorgeous store. Great accessories for men and women. Find your favorite today!
fashion/clothing,0,New York NYC,NYC Fashion District,"NYC Fashion District is the core of the fashion industry, with major fashion labels operating showrooms and creating fashion from design and production to wholesaling. Yearly events such as NYC Glam Fair, the 24-hour 75% off end of season sales, NYC Fashion week, and the NYC Flea Market make the NYC Fashion District a place you don't want to miss!"
fashion/clothing,0,Charisma,Nekolicious,"Nekolicious offers high quality clothing for all walks of life. At only 99$L for a complete outfit, their clothing is affordable for anyone. For those not convinced, Nekolicious has free group gifts, Lucky Chairs and Midnight Mania. Come get a sample of the quality that brings customers back time and again."
fashion/clothing,0,Dolphin Cliff,Sky Main Store,"Sky Main Store proudly offers residents tons of female apparel. From casual to formal, mesh to system, everything is designed with detail and perfection in mind. Sky has something that is sure to enhance your unique and stylish avatar including top quality group gifts, midnight madness prizes and Sky group discounts. Enjoy a truly harmonious shopping experience, and all the perks it entails. "
fashion/clothing,0,Koala dAlliez,Mutresse,"If fashion's your passion, Mutresse's your place! Murtresse offers a selection of carefully designed original mesh clothing, shoes and accessories at affordable prices. If quality is important to you, you owe yourself a visit."
fashion/clothing,0,Zebrine Island,MoYaz Mainstore,"Welcome to MoYaz mainstore, the place on the grid for nicely affordable mesh clothes and shoes for him and her. Also great for the nice free gifts!"
fashion/clothing,0,Toxxic,Skankaholic,"Skankaholic offers women a sexier curvy line of body shapes and colorful clothing. Dont let the name fool you, Skankaholic isnt 100% risque apparel and they with something sure to please any type of lady. You can also find toned down, casual wear as well, so shop at Skankaholic today!"
fashion/clothing,0,Never Land,Primitive Design,"Primitive Design offers urban- and grunge-styled fashion for your male and female avatars. At the store you'll find stylish, modern and well-crafted jeans, jackets, designer shirts, jewelry and more."
fashion/clothing,0,Sim Style,Envious Creations,"Since 2008, Envious has offered high quality fashion, skins and new rigged mesh at affordable prices. Visit Envious for all your avatar needs."
fashion/clothing,0,Nouveau,Schadenfreude,"Located in, and underneath, a big black elephant at Twomoons Island, Schadenfreude carries an eclectic variety of accoutrements for your avatar and surroundings."
fashion/clothing,0,PURPLE ISLAND,K-Code,"Inspired by urban lifestyles and designed to add quality, comfort and style to casual or cocktails, K-Code is your go-to fashion destination. Come browse highly detailed mesh outfits, leather, denim jackets, pants, dresses, shirts, beachwear, footwear, hair and accessories."
fashion/clothing,0,Xplosion,Xplosion,"Since 2007, Xplosion has provided women and men a wide range of exceptional self-made clothing, accessories, hairs, shoes, skins, complete avatars and much more."
fashion/clothing,0,Never Land,Ducknipple,"Explore the rustic streets of Ducktown while discovering some of Second Life's finest designers, play games or to just relax and enjoy the environment."
fashion/clothing,0,Vertigo,Fashioncentric,"Love fashion in Second Life? Fashioncentric is a popular fashion group filled with user ratings, reviews and much more."
fashion/clothing,0,Clematis Island,Grim Bros.,"Unique urban fashion items and accessories for daily combat in a number of categories, including steampunk, Victorian, grunge, post-apocalyptic, Goth, and industrial."
fashion,0,Freydis,Vextra.co,"Visit Vextra.co for cute quality casual women's clothing! They've got dresses, lingerie, swimwear, latex and much more. Established in 2008, Vextra.co continues to bring high-quality items to Second Life. Look upstairs for a special range of furniture and gadgets."
fashion,0,Oxymoron,Graves,"Graves has quality fetish and cyberpunk fashion. Established in 2007, Graves is the place to find a wide variety of professionally-designed leather and latex. So what are you waiting for? Visit the mainstore for all your fashion needs. "
fashion,0,Deneb,Anni's mesh templates,"Anni's mesh templates offers a large variety of mesh clothing templates at incredibly affordable prices. With weekly releases every Saturday, this place will never fail to offer your business the products it needs."
fashion,0,Oppenheim,Addicted Designs,"Addicted features comprehensive, cheap, excellent quality designs for women and men. Come and visit."
fashion,0,Ethnic Couture,Artizana Ethnic Couture,"Artizana Ethnic Couture offers a fine selection of quality ethnic-inspired fashions, jewelry, footwear, accessories and decor. With a fusion of both modern and traditional designs, they use a wide range of vibrant batiks, bogolans (mud cloth) and textiles from Africa, the Caribbean and Southeast Asia. Every creation is made in the spirit of culture, tradition and authenticity."
fashion,0,The Gallery Isle,Allure,"Come visit Allure, a top ladies mesh clothing store. Allure features a night club for social gatherings, parties and is a gathering place for fashion and professional runway models for some of the top designers on the grid."
fashion/clothing,0,BlakOpal,BlakOpal Designs,"BlakOpal Designs specializes in steampunk, pirate, and Victorian apparel and accessories for both ladies and gentlemen."
fashion/clothing,0,Image Reflections,Image Reflections,"Established in 2004, Image Reflections offers stylish and affordable women's clothing and accessories for many occasions and budgets. In this stylish store, owned and operated by Missbehavin Neva, there is something new to discover every week."
fashion,0,Urania,Feyline Fashions,"Welcome to Freyda's Forest for Feyline Fashions. Feyline Fashions offers quality Medieval, fantasy and casual clothing for male and female avatars. Come find your inner fey. "
fashion/clothing,0,Half Moon Caye,Old London Docks,"At the O.L.D. (Old London Docks), you will find a little bit of everything. Dance at the Gothic Club or shop for clothing stores at the mall. There's a wide variety of social events and contests here, too."
fashion/clothing,0,CSW Island,SAVIAD Spring Fashion Fair,"Come see the biggest event in 2014! The Haute Couture Revolution, sponsored by SAVIAD, brings an event without precedent from March 15th through the 31st. The fair includes over 50 brands, a special event organized by Kabuki Boutique, a special issue of Versus Magazine, gachas, giveaways and the special Tiger Alley."
fashion/clothing,0,DE Designs,DE Designs,"Offers original clothing for men and women including formal wear, casual attire, shoes, lingerie, dresses, and themed items."
fashion/clothing,0,FallnAngel Creations,FallnAngel Creations,"Visit this impressive Gothic-inspired store for all manner of fantasy clothing, skin, and accessories whether your tastes are angel, demon, Celtic, faerie, or elven."
fashion/clothing,0,Burmilla,Avatar Bizarre,"Avatar Bizarre is a one-stop shop for clothing, eyes, accessories and more. Here you'll find male clothing from historical periods, steampunk, Scottish kilts and Gothic clothes. There's also a huge selection of prim and system eyes, women's clothes and shoulder pets. Have fun fishing at the 7Seas fishing hole, riding the ziplines, or firing yourself out of a cannon! "
fashion/clothing,0,Wish Song,Virtual Attire,"Virtual Attire offers the latest neko fashions and elven wear for women and men. From the streets to the clubs or just for chilling out, these fashions have you covered."
fashion/clothing,0,caLLiefornia,caLLie cLine,"caLLie cLine is a great place to shop for funky, flirtatious, and fabulous women's clothing and accessories including sexy dresses, cool boots, elegant gowns, and even a selection of home furniture and building kits."
fashion/clothing,0,FATEisland,FATEwear,"At FATEwear, you'll find stylish mesh fashions for men."
fashion/clothing,0,JT World VI,Hoorenbeek ,"Style and sophistication is all you'll find in this shop for the discriminating man about town."
fashion/clothing,0,GizzA Creations,Gizza Creations,"Gizza Creations seeks to create quality clothes with realistically textured, chic and high-fashion outfits. A variety of designs are created by Giz Seorn and Auster Elan."
fashion/clothing,0,Little New Orleans,Leather & Lace,"Leather & Lace is your one stop shop for all naughty SL fashions. Let your imagination take the road less travelled, over at Leather & Lace. "
fashion/clothing,0,Toxxic,AlterEgo,"AlterEgo specializes in urban fashion, nightlife apparel and accessories for men and women. With a variety of styles fit for any mood, AlterEgo is a place where you can experience and embrace the opposite side of your personality. More info www.alteregotoxxic.wordpress.com."
fashion/clothing,0,Langholm,VikaCreations ,"VikaCreations offers a unique selection of intricate meshes for your perusal. Re-styled with a focus on music, VikaCreations is a wonderful place for the best quality apparel and products for all your avatar's needs."
fashion/clothing,0,Depraved Nation,Depraved Nation,"Depraved Nation is an urban shopping district in Second Life with more than 140 brands to choose from. Home to Razorblade Jacket, Seraphim and more."
fashion/clothing,0,Dark Tranquility,Sassy Kitty Designs (SAKIDE),SAKIDE Offers a selection of casual clothing and accessories for women and the Neko community.
fashion/clothing,0,Bare Rose,Bare Rose,"Incredible selection and reasonable prices makes this a great first stop for new Residents."
fashion/clothing,0,Centre Commercial,AdN Designs,"AdN Designs features quality clothing for women and men at low prices. Established in 2010, AdN  has over 900 designs to choose from."
fashion/clothing,0,Magnum Spirit,LUXE Paris,"Luxe Paris is dedicated to elegant women, the connoisseurs. Created by the virtual model Parisian Skytower, the collection is sophisticated and luxurious and made with high quality standards. The collection features dresses, pants sets, gowns, bikinis and swimsuits. This fashion house is surrounded by a tropical forest with white sand beaches. There is tropical wear all year long (even “boardies” for men), but you will also find clothes for all four seasons including casual wear as evening dresses."
fashion/clothing,0,The Shops,Armidi,"Walk through The Shops featuring Armidi's gorgeous selection of hair, clothing and accessories for your avatar. "
fashion/clothing,0,noBrix City,noBrix Commercial District,"At the noBrix Commercial District, you'll find a variety of fashion shops offering the latest trends as well as a modeling agency, club and casual games."
fashion/clothing,0,Delirium Style,Delirium Style,Urban. Punk. Grunge. Sexy. That's Delirium Style.
fashion/clothing,0,Arab Avatar,Arab Avatar Shopping Mall,Arab Avatar's Fashion Mall Shopping District features stores with some of the best designers in Second Life has to offer. 
fashion/clothing,0,joia azul,AZUL,"AZUL specializes in elegant and stylish bridal gowns, cocktail dresses, and other formal designer outfits. Come discover your favorite new look at this hot boutique shopping area!"
fashion/clothing,0,Action Surf Sk8te,Action Surf Sk8te,"Offers men's and women's hoodies, sneakers, beanies, boards, and off-road vehicles for alternative-minded folks. Once they're done shopping, Residents can hit the ocean for some awesome waves or take their fresh wheels for a spin around the island course."
fashion/clothing,0,Oryol,Designs by Isaura,"Aimed at the role-playing community, Designs by Isaura offers a stylish line of fantasy clothing, hair, skins, poses, houses, furniture, and everything else you may need for your role-play."
fashion/clothing,0,MudHoney,Adore and Abhor,"Adore and Abhor features women's clothing, skin, makeup, eyes, tattoos and more. All offerings are hand-drawn and original mesh."
fashion/clothing,0,CSW Island,AngelDemons Creations,"Inspired by Goths, demons, vampires and angels, Aliza Karu's creative clothing and accessories are especially suitable for those who like to wear their fears, desires, and passions on the outside as well as on the inside."
